Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
accesorios-bambu-organizador-puro-3,Organizador Puro Atelier N3,<p>Exquisito organizador elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-183,450,shopify,50,deny,manual,36.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Organizador Puro Atelier N3,FALSE,Organizador Puro Atelier N3,Comprar Organizador Puro Atelier N3 en Atelier Minimal Store.,active
accesorios-bambu-especiero-eco-4,Especiero Eco Atelier N4,<p>Exquisito especiero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-184,450,shopify,50,deny,manual,41.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Especiero Eco Atelier N4,FALSE,Especiero Eco Atelier N4,Comprar Especiero Eco Atelier N4 en Atelier Minimal Store.,active
accesorios-bambu-cepillo-mate-5,Cepillo Mate Atelier N5,<p>Exquisito cepillo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-185,450,shopify,50,deny,manual,45.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Cepillo Mate Atelier N5,FALSE,Cepillo Mate Atelier N5,Comprar Cepillo Mate Atelier N5 en Atelier Minimal Store.,active
accesorios-bambu-set-de-cubiertos-artesanal-6,Set de Cubiertos Artesanal Atelier N6,<p>Exquisito set de cubiertos elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-186,450,shopify,50,deny,manual,50.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Set de Cubiertos Artesanal Atelier N6,FALSE,Set de Cubiertos Artesanal Atelier N6,Comprar Set de Cubiertos Artesanal Atelier N6 en Atelier Minimal Store.,active
accesorios-bambu-tabla-de-cortar-organico-7,Tabla de Cortar Organico Atelier N7,<p>Exquisito tabla de cortar elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-187,450,shopify,50,deny,manual,54.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Tabla de Cortar Organico Atelier N7,FALSE,Tabla de Cortar Organico Atelier N7,Comprar Tabla de Cortar Organico Atelier N7 en Atelier Minimal Store.,active
accesorios-bambu-organizador-botanico-8,Organizador Botanico Atelier N8,<p>Exquisito organizador elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-188,450,shopify,50,deny,manual,59.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Organizador Botanico Atelier N8,FALSE,Organizador Botanico Atelier N8,Comprar Organizador Botanico Atelier N8 en Atelier Minimal Store.,active
accesorios-bambu-especiero-atelier-9,Especiero Atelier Atelier N9,<p>Exquisito especiero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-189,450,shopify,50,deny,manual,63.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Especiero Atelier Atelier N9,FALSE,Especiero Atelier Atelier N9,Comprar Especiero Atelier Atelier N9 en Atelier Minimal Store.,active
accesorios-bambu-cepillo-pastel-10,Cepillo Pastel Atelier N10,<p>Exquisito cepillo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-190,450,shopify,50,deny,manual,68.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Cepillo Pastel Atelier N10,FALSE,Cepillo Pastel Atelier N10,Comprar Cepillo Pastel Atelier N10 en Atelier Minimal Store.,active
accesorios-bambu-set-de-cubiertos-puro-11,Set de Cubiertos Puro Atelier N11,<p>Exquisito set de cubiertos elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-191,450,shopify,50,deny,manual,72.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Set de Cubiertos Puro Atelier N11,FALSE,Set de Cubiertos Puro Atelier N11,Comprar Set de Cubiertos Puro Atelier N11 en Atelier Minimal Store.,active
accesorios-bambu-tabla-de-cortar-eco-12,Tabla de Cortar Eco Atelier N12,<p>Exquisito tabla de cortar elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-192,450,shopify,50,deny,manual,77.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Tabla de Cortar Eco Atelier N12,FALSE,Tabla de Cortar Eco Atelier N12,Comprar Tabla de Cortar Eco Atelier N12 en Atelier Minimal Store.,active
accesorios-bambu-organizador-mate-13,Organizador Mate Atelier N13,<p>Exquisito organizador elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-193,450,shopify,50,deny,manual,81.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Organizador Mate Atelier N13,FALSE,Organizador Mate Atelier N13,Comprar Organizador Mate Atelier N13 en Atelier Minimal Store.,active
accesorios-bambu-especiero-artesanal-14,Especiero Artesanal Atelier N14,<p>Exquisito especiero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-194,450,shopify,50,deny,manual,86.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Especiero Artesanal Atelier N14,FALSE,Especiero Artesanal Atelier N14,Comprar Especiero Artesanal Atelier N14 en Atelier Minimal Store.,active
accesorios-bambu-cepillo-organico-15,Cepillo Organico Atelier N15,<p>Exquisito cepillo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-195,450,shopify,50,deny,manual,90.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Cepillo Organico Atelier N15,FALSE,Cepillo Organico Atelier N15,Comprar Cepillo Organico Atelier N15 en Atelier Minimal Store.,active
accesorios-bambu-set-de-cubiertos-botanico-16,Set de Cubiertos Botanico Atelier N16,<p>Exquisito set de cubiertos elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-196,450,shopify,50,deny,manual,95.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Set de Cubiertos Botanico Atelier N16,FALSE,Set de Cubiertos Botanico Atelier N16,Comprar Set de Cubiertos Botanico Atelier N16 en Atelier Minimal Store.,active
accesorios-bambu-tabla-de-cortar-atelier-17,Tabla de Cortar Atelier Atelier N17,<p>Exquisito tabla de cortar elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-197,450,shopify,50,deny,manual,99.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Tabla de Cortar Atelier Atelier N17,FALSE,Tabla de Cortar Atelier Atelier N17,Comprar Tabla de Cortar Atelier Atelier N17 en Atelier Minimal Store.,active
accesorios-bambu-organizador-pastel-18,Organizador Pastel Atelier N18,<p>Exquisito organizador elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-198,450,shopify,50,deny,manual,104.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Organizador Pastel Atelier N18,FALSE,Organizador Pastel Atelier N18,Comprar Organizador Pastel Atelier N18 en Atelier Minimal Store.,active
accesorios-bambu-especiero-puro-19,Especiero Puro Atelier N19,<p>Exquisito especiero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-199,450,shopify,50,deny,manual,108.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Especiero Puro Atelier N19,FALSE,Especiero Puro Atelier N19,Comprar Especiero Puro Atelier N19 en Atelier Minimal Store.,active
accesorios-bambu-cepillo-eco-20,Cepillo Eco Atelier N20,<p>Exquisito cepillo elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Accesorios de Bambu,"Accesorios de Bambu, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ACC-200,450,shopify,50,deny,manual,88.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Cepillo Eco Atelier N20,FALSE,Cepillo Eco Atelier N20,Comprar Cepillo Eco Atelier N20 en Atelier Minimal Store.,active
iluminacion-warm-farol-de-papel-puro-1,Farol de Papel Puro Atelier N1,<p>Exquisito farol de papel elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-201,450,shopify,50,deny,manual,22.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Farol de Papel Puro Atelier N1,FALSE,Farol de Papel Puro Atelier N1,Comprar Farol de Papel Puro Atelier N1 en Atelier Minimal Store.,active
iluminacion-warm-aplique-pared-eco-2,Aplique Pared Eco Atelier N2,<p>Exquisito aplique pared elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-202,450,shopify,50,deny,manual,27.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Aplique Pared Eco Atelier N2,FALSE,Aplique Pared Eco Atelier N2,Comprar Aplique Pared Eco Atelier N2 en Atelier Minimal Store.,active
iluminacion-warm-vela-led-mate-3,Vela LED Mate Atelier N3,<p>Exquisito vela led elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-203,450,shopify,50,deny,manual,31.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Vela LED Mate Atelier N3,FALSE,Vela LED Mate Atelier N3,Comprar Vela LED Mate Atelier N3 en Atelier Minimal Store.,active
iluminacion-warm-foco-calido-artesanal-4,Foco Calido Artesanal Atelier N4,<p>Exquisito foco calido elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-204,450,shopify,50,deny,manual,36.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Foco Calido Artesanal Atelier N4,FALSE,Foco Calido Artesanal Atelier N4,Comprar Foco Calido Artesanal Atelier N4 en Atelier Minimal Store.,active
iluminacion-warm-lampara-de-mesa-organico-5,Lampara de Mesa Organico Atelier N5,<p>Exquisito lampara de mesa elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-205,450,shopify,50,deny,manual,40.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Lampara de Mesa Organico Atelier N5,FALSE,Lampara de Mesa Organico Atelier N5,Comprar Lampara de Mesa Organico Atelier N5 en Atelier Minimal Store.,active
iluminacion-warm-farol-de-papel-botanico-6,Farol de Papel Botanico Atelier N6,<p>Exquisito farol de papel elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-206,450,shopify,50,deny,manual,45.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Farol de Papel Botanico Atelier N6,FALSE,Farol de Papel Botanico Atelier N6,Comprar Farol de Papel Botanico Atelier N6 en Atelier Minimal Store.,active
iluminacion-warm-aplique-pared-atelier-7,Aplique Pared Atelier Atelier N7,<p>Exquisito aplique pared elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-207,450,shopify,50,deny,manual,49.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Aplique Pared Atelier Atelier N7,FALSE,Aplique Pared Atelier Atelier N7,Comprar Aplique Pared Atelier Atelier N7 en Atelier Minimal Store.,active
iluminacion-warm-vela-led-pastel-8,Vela LED Pastel Atelier N8,<p>Exquisito vela led elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-208,450,shopify,50,deny,manual,54.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Vela LED Pastel Atelier N8,FALSE,Vela LED Pastel Atelier N8,Comprar Vela LED Pastel Atelier N8 en Atelier Minimal Store.,active
iluminacion-warm-foco-calido-puro-9,Foco Calido Puro Atelier N9,<p>Exquisito foco calido elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-209,450,shopify,50,deny,manual,58.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Foco Calido Puro Atelier N9,FALSE,Foco Calido Puro Atelier N9,Comprar Foco Calido Puro Atelier N9 en Atelier Minimal Store.,active
iluminacion-warm-lampara-de-mesa-eco-10,Lampara de Mesa Eco Atelier N10,<p>Exquisito lampara de mesa elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-210,450,shopify,50,deny,manual,63.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Lampara de Mesa Eco Atelier N10,FALSE,Lampara de Mesa Eco Atelier N10,Comprar Lampara de Mesa Eco Atelier N10 en Atelier Minimal Store.,active
iluminacion-warm-farol-de-papel-mate-11,Farol de Papel Mate Atelier N11,<p>Exquisito farol de papel elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-211,450,shopify,50,deny,manual,67.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Farol de Papel Mate Atelier N11,FALSE,Farol de Papel Mate Atelier N11,Comprar Farol de Papel Mate Atelier N11 en Atelier Minimal Store.,active
iluminacion-warm-aplique-pared-artesanal-12,Aplique Pared Artesanal Atelier N12,<p>Exquisito aplique pared elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-212,450,shopify,50,deny,manual,72.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Aplique Pared Artesanal Atelier N12,FALSE,Aplique Pared Artesanal Atelier N12,Comprar Aplique Pared Artesanal Atelier N12 en Atelier Minimal Store.,active
iluminacion-warm-vela-led-organico-13,Vela LED Organico Atelier N13,<p>Exquisito vela led elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-213,450,shopify,50,deny,manual,76.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Vela LED Organico Atelier N13,FALSE,Vela LED Organico Atelier N13,Comprar Vela LED Organico Atelier N13 en Atelier Minimal Store.,active
iluminacion-warm-foco-calido-botanico-14,Foco Calido Botanico Atelier N14,<p>Exquisito foco calido elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-214,450,shopify,50,deny,manual,81.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Foco Calido Botanico Atelier N14,FALSE,Foco Calido Botanico Atelier N14,Comprar Foco Calido Botanico Atelier N14 en Atelier Minimal Store.,active
iluminacion-warm-lampara-de-mesa-atelier-15,Lampara de Mesa Atelier Atelier N15,<p>Exquisito lampara de mesa elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-215,450,shopify,50,deny,manual,85.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Lampara de Mesa Atelier Atelier N15,FALSE,Lampara de Mesa Atelier Atelier N15,Comprar Lampara de Mesa Atelier Atelier N15 en Atelier Minimal Store.,active
iluminacion-warm-farol-de-papel-pastel-16,Farol de Papel Pastel Atelier N16,<p>Exquisito farol de papel elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-216,450,shopify,50,deny,manual,90.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Farol de Papel Pastel Atelier N16,FALSE,Farol de Papel Pastel Atelier N16,Comprar Farol de Papel Pastel Atelier N16 en Atelier Minimal Store.,active
iluminacion-warm-aplique-pared-puro-17,Aplique Pared Puro Atelier N17,<p>Exquisito aplique pared elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-217,450,shopify,50,deny,manual,94.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Aplique Pared Puro Atelier N17,FALSE,Aplique Pared Puro Atelier N17,Comprar Aplique Pared Puro Atelier N17 en Atelier Minimal Store.,active
iluminacion-warm-vela-led-eco-18,Vela LED Eco Atelier N18,<p>Exquisito vela led elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-218,450,shopify,50,deny,manual,99.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Vela LED Eco Atelier N18,FALSE,Vela LED Eco Atelier N18,Comprar Vela LED Eco Atelier N18 en Atelier Minimal Store.,active
iluminacion-warm-foco-calido-mate-19,Foco Calido Mate Atelier N19,<p>Exquisito foco calido elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-219,450,shopify,50,deny,manual,103.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Foco Calido Mate Atelier N19,FALSE,Foco Calido Mate Atelier N19,Comprar Foco Calido Mate Atelier N19 en Atelier Minimal Store.,active
iluminacion-warm-lampara-de-mesa-artesanal-20,Lampara de Mesa Artesanal Atelier N20,<p>Exquisito lampara de mesa elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Iluminacion Calida,"Iluminacion Calida, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-ILU-220,450,shopify,50,deny,manual,108.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Lampara de Mesa Artesanal Atelier N20,FALSE,Lampara de Mesa Artesanal Atelier N20,Comprar Lampara de Mesa Artesanal Atelier N20 en Atelier Minimal Store.,active
vajillas-ceramica-plato-trinchero-mate-1,Plato Trinchero Mate Atelier N1,<p>Exquisito plato trinchero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Vajillas de Ceramica,"Vajillas de Ceramica, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VAJ-221,450,shopify,50,deny,manual,42.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Plato Trinchero Mate Atelier N1,FALSE,Plato Trinchero Mate Atelier N1,Comprar Plato Trinchero Mate Atelier N1 en Atelier Minimal Store.,active
vajillas-ceramica-tazon-de-avena-artesanal-2,Tazon de Avena Artesanal Atelier N2,<p>Exquisito tazon de avena elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Vajillas de Ceramica,"Vajillas de Ceramica, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VAJ-222,450,shopify,50,deny,manual,47.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Tazon de Avena Artesanal Atelier N2,FALSE,Tazon de Avena Artesanal Atelier N2,Comprar Tazon de Avena Artesanal Atelier N2 en Atelier Minimal Store.,active
vajillas-ceramica-jarra-de-agua-organico-3,Jarra de Agua Organico Atelier N3,<p>Exquisito jarra de agua elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Vajillas de Ceramica,"Vajillas de Ceramica, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VAJ-223,450,shopify,50,deny,manual,51.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Jarra de Agua Organico Atelier N3,FALSE,Jarra de Agua Organico Atelier N3,Comprar Jarra de Agua Organico Atelier N3 en Atelier Minimal Store.,active
vajillas-ceramica-plato-postre-botanico-4,Plato Postre Botanico Atelier N4,<p>Exquisito plato postre elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Vajillas de Ceramica,"Vajillas de Ceramica, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VAJ-224,450,shopify,50,deny,manual,56.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-product-1_large.png,1,Plato Postre Botanico Atelier N4,FALSE,Plato Postre Botanico Atelier N4,Comprar Plato Postre Botanico Atelier N4 en Atelier Minimal Store.,active
vajillas-ceramica-taza-de-cafe-atelier-5,Taza de Cafe Atelier Atelier N5,<p>Exquisito taza de cafe elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Vajillas de Ceramica,"Vajillas de Ceramica, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VAJ-225,450,shopify,50,deny,manual,35.5,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-image_large.png,1,Taza de Cafe Atelier Atelier N5,FALSE,Taza de Cafe Atelier Atelier N5,Comprar Taza de Cafe Atelier Atelier N5 en Atelier Minimal Store.,active
vajillas-ceramica-plato-trinchero-pastel-6,Plato Trinchero Pastel Atelier N6,<p>Exquisito plato trinchero elaborado artesanalmente. Tonos pastel suaves en verde y marron natural para la armonia de tu espacio.</p>,Atelier Store,Vajillas de Ceramica,"Vajillas de Ceramica, Minimalist, Eco, Atelier",TRUE,Title,Default Title,ATL-VAJ-226,450,shopify,50,deny,manual,40.0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0533/2089/files/placeholder-images-lifestyle-1_large.png,1,Plato Trinchero Pastel Atelier N6,FALSE,Plato Trinchero Pastel Atelier N6,Comprar Plato Trinchero Pastel Atelier N6 en Atelier Minimal Store.,active
